"id","date","remitted","cash","gcash","total_unpaid","late_payments","total_remittance","total_sales","total_discount","spoilages","unpaid","late","total_purchases","purchases","created_at","updated_at"
"384","2023-09-21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","[]","[]","[]","0.00","[]","2023-09-29 13:02:02","2023-09-29 13:02:02"
"385","2023-09-30","0.00","5445.00","35.00","0.00","0.00","5220.00","5480.00","30.00","[]","[]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-09-30 17:04:43","2023-09-30 17:04:43"
"386","2023-10-02","0.00","10889.80","930.60","25.00","438.00","11893.40","11845.40","6.60","[]","[{""name"":""SIR ABEDEL - "",""price"":""25.00""}]","[{""name"":""MR,RESTY DEGUZMAN -  (Sep 20) - cash"",""price"":""228.00""},{""name"":""MR,RESTY DEGUZMAN -  (Sep 20) - cash"",""price"":""70.00""},{""name"":""RESTY DE GUZMAN -  (Sep 23) - cash"",""price"":""140.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-02 17:17:06","2023-10-02 17:17:06"
"387","2023-10-03","0.00","9334.00","1250.00","190.00","0.00","10384.00","10774.00","0.00","[]","[{""name"":""VPA\/LCA - "",""price"":""190.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-03 17:13:07","2023-10-03 17:13:07"
"388","2023-10-04","0.00","10503.00","1124.00","0.00","0.00","11237.00","11627.00","-65.00","[]","[]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-04 17:05:08","2023-10-04 17:05:08"
"389","2023-10-05","0.00","8698.75","306.50","64.00","135.00","8814.25","9069.25","214.75","[]","[{""name"":""MA'AM ROBBIE - "",""price"":""64.00""}]","[{""name"":""SIR GHINO -  (Sep 29) - cash"",""price"":""135.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-05 17:03:55","2023-10-05 17:03:55"
"390","2023-10-06","0.00","7220.50","1232.00","205.00","0.00","8267.50","8657.50","41.50","[]","[{""name"":""MA'AM SHELA  - "",""price"":""205.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-07 17:51:48","2023-10-07 17:51:48"
"391","2023-10-06","0.00","7220.50","1232.00","205.00","0.00","8267.50","8657.50","41.50","[]","[{""name"":""MA'AM SHELA  - "",""price"":""205.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-07 17:51:52","2023-10-07 17:51:52"
"392","2023-10-07","0.00","5426.50","0.00","330.00","0.00","5446.50","5966.50","49.50","[]","[{""name"":""ma'am jamielene perez (loyalty card) - "",""price"":""110.00""},{""name"":""sd - "",""price"":""220.00""}]","[]","520.00","[{""name"":""ice"",""price"":520}]","2023-10-07 18:45:34","2023-10-07 18:45:34"
"393","2023-10-09","0.00","11415.00","360.00","1850.00","0.00","13235.00","13625.00","38.00","[]","[{""name"":""sir lanz - "",""price"":""140.00""},{""name"":""winner contest R1 - care off sir jann"",""price"":""1,490.00""},{""name"":""kurt justine ferrer(kuwago cafe voucher) - "",""price"":""110.00""},{""name"":""michaela lomibao (loyalty card) - "",""price"":""110.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-10 16:54:37","2023-10-10 16:54:37"
"394","2023-10-10","0.00","10110.80","614.00","688.00","0.00","11022.80","11412.80","376.20","[]","[{""name"":""MA'AM LEE \/ 10 - "",""price"":""90.00""},{""name"":""MARC FRANCE CABILES (LOYALTY CARD) - "",""price"":""95.00""},{""name"":""CARL PORKGUESE (VOUCHER) - "",""price"":""110.00""},{""name"":""SIR JJ (V303) - "",""price"":""76.00""},{""name"":""KEN DANIEGA (VOUCHER) - "",""price"":""110.00""},{""name"":""JERILYN G. MANUEL (VOUCHER) - "",""price"":""95.00""},{""name"":""SIR AC - "",""price"":""112.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-10 17:11:52","2023-10-10 17:11:52"
"395","2023-10-11","0.00","8585.00","690.00","1494.00","0.00","10379.00","10769.00","177.00","[]","[{""name"":""SIR JJ - "",""price"":""113.00""},{""name"":""BLESY BOTOLAN (VOUCHER) - "",""price"":""150.00""},{""name"":""DR. CORIDAD ABUAN - "",""price"":""1,000.00""},{""name"":""SIR JJ - "",""price"":""80.00""},{""name"":""SIR JJ - "",""price"":""56.00""},{""name"":""SIR LUIS - "",""price"":""95.00""}]","[]","390.00","[{""name"":""ICE"",""price"":390}]","2023-10-11 17:40:57","2023-10-11 17:40:57"
"396","2023-10-12","0.00","10134.00","470.00","1556.00","1000.00","12770.00","12160.00","46.00","[]","[{""name"":""MAAM SHEILA ARCHETIC - "",""price"":""395.00""},{""name"":""maam - care off sir jann"",""price"":""805.00""},{""name"":""dean daniel - care off sir jann"",""price"":""175.00""},{""name"":""rods - care off sir jann"",""price"":""45.00""},{""name"":""sir JJ - "",""price"":""136.00""}]","[{""name"":""DR. CORIDAD ABUAN -  (Oct 11) - cash"",""price"":""1,000.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-12 17:33:52","2023-10-12 17:33:52"
"397","2023-10-13","0.00","9036.00","539.00","668.00","0.00","9853.00","10243.00","252.00","[]","[{""name"":""sir craig(loyalty card) - "",""price"":""110.00""},{""name"":""sir ghino - "",""price"":""90.00""},{""name"":""MAAM CHARISSE VICTORIO - "",""price"":""110.00""},{""name"":""SIR MIKE - "",""price"":""88.00""},{""name"":""maam jacky - care off sir Gerald Pera"",""price"":""175.00""},{""name"":""MA'AM BIALA (LOYALTY CARD) - "",""price"":""95.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-13 17:40:13","2023-10-13 17:40:13"
"398","2023-10-14","0.00","7818.00","375.00","260.00","0.00","8193.00","8453.00","31.00","[]","[{""name"":""loreta - "",""price"":""110.00""},{""name"":""EMERSONDAVE CAPUA (VOUCHER) - "",""price"":""150.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-10-14 17:22:10","2023-10-14 17:22:10"
"399","2023-10-16","0.00","8108.00","385.00","368.00","0.00","8861.00","8861.00","128.00","[]","[{""name"":""sir jj - "",""price"":""368.00""}]","[]","0.00","[]","2023-10-16 17:12:08","2023-10-16 17:12:08"
"400","2023-10-16","0.00","8308.00","385.00","368.00","0.00","8671.00","9061.00","128.00","[]","[{""name"":""sir jj - "",""price"":""368.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-16 17:26:04","2023-10-16 17:26:04"
"401","2023-10-17","0.00","8765.00","1295.00","1420.00","0.00","11090.00","11480.00","16.00","[]","[{""name"":""SIR CHRISTIAN RAPAJON - "",""price"":""70.00""},{""name"":""SIR BAKI  - care off CARE OF MA'AM RUBY CRUZ"",""price"":""1,200.00""},{""name"":""RICA MAY SIMBULAN (VOUCHER) - "",""price"":""150.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-17 17:17:39","2023-10-17 17:17:39"
"402","2023-10-18","0.00","6669.00","243.00","85.00","0.00","6607.00","6997.00","26.00","[]","[{""name"":""sir luis (arzatech) - "",""price"":""85.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-18 17:18:15","2023-10-18 17:18:15"
"403","2023-10-19","0.00","10006.00","580.00","480.00","0.00","10676.00","11066.00","48.00","[]","[{""name"":""samantha aquino - "",""price"":""150.00""},{""name"":""MAAM ZENY - "",""price"":""330.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-19 17:30:53","2023-10-19 17:30:53"
"404","2023-10-20","0.00","7158.00","580.00","216.00","0.00","7564.00","7954.00","61.00","[]","[{""name"":""zedrick david marinas (voucher) - care off sir jann"",""price"":""120.00""},{""name"":""sir jj - "",""price"":""96.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-20 17:21:57","2023-10-20 17:21:57"
"405","2023-10-21","0.00","3030.00","270.00","120.00","0.00","3030.00","3420.00","-168.00","[]","[{""name"":""lj - "",""price"":""120.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-21 17:00:51","2023-10-21 17:00:51"
"406","2023-10-23","0.00","8364.00","713.00","1425.70","1320.00","11432.70","10502.70","-715.70","[]","[{""name"":""sir ghino - "",""price"":""90.00""},{""name"":""krut Balmes (loyalty card) - "",""price"":""120.00""},{""name"":""maam porshia - "",""price"":""20.00""},{""name"":""leanne(loyalty card) - "",""price"":""110.00""},{""name"":""sir jj - "",""price"":""80.00""},{""name"":""sir luis gonzales - "",""price"":""85.00""},{""name"":""ssc - care off ssc"",""price"":""920.70""}]","[{""name"":""SIR BAKI  - care off CARE OF MA'AM RUBY CRUZ (Oct 17) - cash"",""price"":""1,200.00""},{""name"":""lj -  (Oct 21) - cash"",""price"":""120.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2023-10-23 16:59:11","2023-10-23 16:59:11"
"407","2023-10-24","0.00","7693.00","215.00","7168.10","90.00","14496.10","15076.10","-4947.10","[]","[{""name"":""Sir Jann - care off Sir Jann"",""price"":""640.00""},{""name"":""sir jann - care off sir ann"",""price"":""305.00""},{""name"":""maam carla fernandez - "",""price"":""170.00""},{""name"":""sir lanz - "",""price"":""95.00""},{""name"":""maam sheila - care off sir jann"",""price"":""395.00""},{""name"":""sir luis - "",""price"":""85.00""},{""name"":""elizabeth s. medenilla\/jolina rica calaquin (LOYALTY CARD) - "",""price"":""190.00""},{""name"":""arvin casino(voucher) - "",""price"":""150.00""},{""name"":""SSC - "",""price"":""5,138.10""}]","[{""name"":""sir ghino -  (Oct 23) - cash"",""price"":""90.00""}]","670.00","[{""name"":""ice"",""price"":670}]","2023-10-24 17:06:56","2023-10-24 17:06:56"
"408","2023-10-25","0.00","7314.00","270.00","13225.95","0.00","20029.95","20809.95","-12910.95","[]","[{""name"":""Sir KEvin - "",""price"":""110.00""},{""name"":""MAAM MICHAELA - "",""price"":""70.00""},{""name"":""SSC - "",""price"":""11,426.85""},{""name"":""ssc - care off ssc"",""price"":""422.10""},{""name"":""ssc - care off ssc"",""price"":""1,197.00""}]","[]","780.00","[{""name"":""ice"",""price"":650},{""name"":""add. water"",""price"":130}]","2023-10-25 17:28:11","2023-10-25 17:28:11"
"409","2023-10-26","0.00","5559.00","255.00","17402.55","0.00","22281.05","23321.05","-15972.05","[]","[{""name"":""sir ghino - care off SIR JC"",""price"":""90.00""},{""name"":""sir ervic - "",""price"":""112.00""},{""name"":""sir IT Voucher - "",""price"":""640.00""},{""name"":""maam jaime (voucher) - "",""price"":""130.00""},{""name"":""CARL - "",""price"":""70.00""},{""name"":""SIR ERVIC - "",""price"":""60.00""},{""name"":""SIR MIKE - "",""price"":""110.00""},{""name"":""SSC - "",""price"":""14,954.40""},{""name"":""SSC - "",""price"":""1,236.15""}]","[]","1040.00","[{""name"":""ice"",""price"":1040}]","2023-10-26 17:35:05","2023-10-26 17:35:05"
"410","2023-10-28","0.00","5961.00","895.00","48.00","38038.95","44533.95","6904.00","124.00","[]","[{""name"":""sir dandy - "",""price"":""48.00""}]","[{""name"":""ssc - care off ssc (Oct 23) - cash"",""price"":""920.70""},{""name"":""SSC -  (Oct 24) - cash"",""price"":""5,138.10""},{""name"":""SSC -  (Oct 25) - cash"",""price"":""11,426.85""},{""name"":""ssc - care off ssc (Oct 25) - cash"",""price"":""422.10""},{""name"":""ssc - care off ssc (Oct 25) - cash"",""price"":""1,197.00""},{""name"":""SSC -  (Oct 26) - cash"",""price"":""14,954.40""},{""name"":""SSC -  (Oct 26) - cash"",""price"":""1,236.15""},{""name"":""ssc -  (Oct 27) - cash"",""price"":""2,743.65""}]","409.00","[{""name"":""ice"",""price"":260},{""name"":""difference on SSC remit to system"",""price"":149}]","2023-10-28 17:01:21","2023-10-28 17:01:21"
"411","2023-10-28","0.00","5961.00","895.00","48.00","38038.95","44533.95","6904.00","124.00","[]","[{""name"":""sir dandy - "",""price"":""48.00""}]","[{""name"":""ssc - care off ssc (Oct 23) - cash"",""price"":""920.70""},{""name"":""SSC -  (Oct 24) - cash"",""price"":""5,138.10""},{""name"":""SSC -  (Oct 25) - cash"",""price"":""11,426.85""},{""name"":""ssc - care off ssc (Oct 25) - cash"",""price"":""422.10""},{""name"":""ssc - care off ssc (Oct 25) - cash"",""price"":""1,197.00""},{""name"":""SSC -  (Oct 26) - cash"",""price"":""14,954.40""},{""name"":""SSC -  (Oct 26) - cash"",""price"":""1,236.15""},{""name"":""ssc -  (Oct 27) - cash"",""price"":""2,743.65""}]","409.00","[{""name"":""ice"",""price"":260},{""name"":""difference on SSC remit to system"",""price"":149}]","2023-10-28 17:01:26","2023-10-28 17:01:26"
"412","2023-11-03","0.00","1840.00","0.00","370.00","0.00","1950.00","2210.00","0.00","[]","[{""name"":""sir ghino - "",""price"":""90.00""},{""name"":""sir jann - "",""price"":""95.00""},{""name"":""maam sheila  - "",""price"":""100.00""},{""name"":""sir janos - "",""price"":""85.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-11-03 17:14:25","2023-11-03 17:14:25"
"413","2023-11-04","0.00","1690.00","70.00","160.00","0.00","1790.00","1920.00","0.00","[]","[{""name"":""sir jann - "",""price"":""160.00""}]","[]","130.00","[{""name"":""ICE"",""price"":130}]","2023-11-06 17:16:21","2023-11-06 17:16:21"
"414","2023-11-06","0.00","8731.00","260.00","1672.35","0.00","10143.35","10663.35","-1432.35","[]","[{""name"":""SIR LANZ - "",""price"":""45.00""},{""name"":""MA'AM LJ ARZATECH - "",""price"":""150.00""},{""name"":""SSC - "",""price"":""1,477.35""}]","[]","520.00","[{""name"":""ice"",""price"":520}]","2023-11-06 17:24:32","2023-11-06 17:24:32"
"415","2023-11-07","0.00","8628.25","415.00","1024.20","0.00","9677.45","10067.45","-736.45","[]","[{""name"":""SIR JJ - "",""price"":""90.00""},{""name"":""Sir ghino - "",""price"":""90.00""},{""name"":""SSC - "",""price"":""844.20""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-07 17:37:37","2023-11-07 17:37:37"
"416","2023-11-07","0.00","8628.25","415.00","1024.20","0.00","9677.45","10067.45","-736.45","[]","[{""name"":""SIR JJ - "",""price"":""90.00""},{""name"":""Sir ghino - "",""price"":""90.00""},{""name"":""SSC - "",""price"":""844.20""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-07 17:37:41","2023-11-07 17:37:41"
"417","2023-11-08","0.00","5865.00","335.00","806.20","0.00","6616.20","7006.20","-46.20","[]","[{""name"":""Jerryme Palma (Loyalty Card) - "",""price"":""110.00""},{""name"":""maam michaella - "",""price"":""90.00""},{""name"":""christan\/mark - care off Sir JAnn"",""price"":""280.00""},{""name"":""sir luis - "",""price"":""85.00""},{""name"":""SSC - "",""price"":""241.20""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-08 17:20:22","2023-11-08 17:20:22"
"418","2023-11-09","0.00","7089.50","665.00","0.00","0.00","7364.50","7754.50","135.50","[]","[]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-09 16:51:58","2023-11-09 16:51:58"
"419","2023-11-09","0.00","7089.50","665.00","0.00","0.00","7364.50","7754.50","135.50","[]","[]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-09 16:52:03","2023-11-09 16:52:03"
"420","2023-11-10","0.00","9075.20","540.00","979.00","2712.75","12916.95","10594.20","-1847.20","[]","[{""name"":""Sir Kevin - "",""price"":""110.00""},{""name"":""Sir JJ - "",""price"":""96.00""},{""name"":""SIR LANZ - "",""price"":""68.00""},{""name"":""cHEALSE advincula (loyalty card) - "",""price"":""110.00""},{""name"":""Sir Mike - "",""price"":""360.00""},{""name"":""maam Sheila (Archetic) - care off Sir Jann"",""price"":""235.00""}]","[{""name"":""MA'AM LJ ARZATECH -  (Nov 06) - cash"",""price"":""150.00""},{""name"":""SSC -  (Nov 06) - "",""price"":""1,477.35""},{""name"":""SSC -  (Nov 07) - cash"",""price"":""844.20""},{""name"":""SSC -  (Nov 08) - cash"",""price"":""241.20""}]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-10 17:22:59","2023-11-10 17:22:59"
"421","2023-11-11","0.00","5921.00","220.00","0.00","0.00","5961.00","6221.00","0.00","[]","[]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-11-11 17:15:05","2023-11-11 17:15:05"
"422","2023-11-14","0.00","10966.00","475.00","1186.00","0.00","12237.00","12627.00","138.00","[]","[{""name"":""SIR LANZ - "",""price"":""85.00""},{""name"":""SIR LANZ - "",""price"":""110.00""},{""name"":""MAAM JACKIE - "",""price"":""100.00""},{""name"":""SIR KEVIN - "",""price"":""110.00""},{""name"":""BEA COLEEN(VOUCHER) - "",""price"":""150.00""},{""name"":""SIR LANZ - "",""price"":""365.00""},{""name"":""RARYLLE ANN BANIQUED \/ KUWAGO CAFE LOYALTY CARD - "",""price"":""95.00""},{""name"":""MAAM maricar - "",""price"":""136.00""},{""name"":""KAGAWAD - "",""price"":""35.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-14 17:22:54","2023-11-14 17:22:54"
"423","2023-11-15","0.00","9397.00","595.00","1973.00","0.00","11575.00","11965.00","70.00","[]","[{""name"":""sir kevin - "",""price"":""110.00""},{""name"":""sir brylle - "",""price"":""540.00""},{""name"":""SIR BRYLLE - "",""price"":""570.00""},{""name"":""SIR. MIKE - "",""price"":""48.00""},{""name"":""JERALD PERA\/ FINANCE - "",""price"":""445.00""},{""name"":""SIR BRYLLE - "",""price"":""260.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-15 17:09:22","2023-11-15 17:09:22"
"424","2023-11-16","0.00","10184.00","665.00","3425.00","365.00","14249.00","14274.00","122.00","[]","[{""name"":""SIR GHINO - "",""price"":""90.00""},{""name"":""SIR BRYLLE - "",""price"":""485.00""},{""name"":""MAAM Jas - care off UDD"",""price"":""460.00""},{""name"":""SIR BRYLLE - "",""price"":""230.00""},{""name"":""SIR BRYLLE - "",""price"":""280.00""},{""name"":""maam jas - care off UDD"",""price"":""1,405.00""},{""name"":""sir edz - "",""price"":""180.00""},{""name"":""REGISTRAR - care off SIR GHINO DE GUZMAN"",""price"":""295.00""}]","[{""name"":""Sir Kevin -  (Nov 10) - cash"",""price"":""110.00""},{""name"":""SIR KEVIN -  (Nov 14) - cash"",""price"":""110.00""},{""name"":""KAGAWAD -  (Nov 14) - cash"",""price"":""35.00""},{""name"":""sir kevin -  (Nov 15) - cash"",""price"":""110.00""}]","390.00","[{""name"":""ICE"",""price"":390}]","2023-11-16 17:16:46","2023-11-16 17:16:46"
"425","2023-11-16","0.00","10364.00","665.00","3245.00","365.00","14249.00","14274.00","122.00","[]","[{""name"":""SIR GHINO - "",""price"":""90.00""},{""name"":""SIR BRYLLE - "",""price"":""485.00""},{""name"":""MAAM Jas - care off UDD"",""price"":""460.00""},{""name"":""SIR BRYLLE - "",""price"":""230.00""},{""name"":""SIR BRYLLE - "",""price"":""280.00""},{""name"":""maam jas - care off UDD"",""price"":""1,405.00""},{""name"":""REGISTRAR - care off SIR GHINO DE GUZMAN"",""price"":""295.00""}]","[{""name"":""Sir Kevin -  (Nov 10) - cash"",""price"":""110.00""},{""name"":""SIR KEVIN -  (Nov 14) - cash"",""price"":""110.00""},{""name"":""KAGAWAD -  (Nov 14) - cash"",""price"":""35.00""},{""name"":""sir kevin -  (Nov 15) - cash"",""price"":""110.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-16 17:23:57","2023-11-16 17:23:57"
"426","2023-11-16","0.00","10364.00","665.00","3245.00","365.00","14249.00","14274.00","122.00","[]","[{""name"":""SIR GHINO - "",""price"":""90.00""},{""name"":""SIR BRYLLE - "",""price"":""485.00""},{""name"":""MAAM Jas - care off UDD"",""price"":""460.00""},{""name"":""SIR BRYLLE - "",""price"":""230.00""},{""name"":""SIR BRYLLE - "",""price"":""280.00""},{""name"":""maam jas - care off UDD"",""price"":""1,405.00""},{""name"":""REGISTRAR - care off SIR GHINO DE GUZMAN"",""price"":""295.00""}]","[{""name"":""Sir Kevin -  (Nov 10) - cash"",""price"":""110.00""},{""name"":""SIR KEVIN -  (Nov 14) - cash"",""price"":""110.00""},{""name"":""KAGAWAD -  (Nov 14) - cash"",""price"":""35.00""},{""name"":""sir kevin -  (Nov 15) - cash"",""price"":""110.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-16 17:24:02","2023-11-16 17:24:02"
"427","2023-11-17","0.00","7798.00","198.00","296.00","2455.00","10357.00","8292.00","189.00","[]","[{""name"":""sir jj - "",""price"":""96.00""},{""name"":""SIR JJ - "",""price"":""200.00""}]","[{""name"":""sir brylle -  (Nov 15) - cash"",""price"":""540.00""},{""name"":""SIR BRYLLE -  (Nov 15) - cash"",""price"":""570.00""},{""name"":""SIR BRYLLE -  (Nov 15) - cash"",""price"":""260.00""},{""name"":""SIR GHINO -  (Nov 16) - cash"",""price"":""90.00""},{""name"":""SIR BRYLLE -  (Nov 16) - "",""price"":""485.00""},{""name"":""SIR BRYLLE -  (Nov 16) - cash"",""price"":""230.00""},{""name"":""SIR BRYLLE -  (Nov 16) - cash"",""price"":""280.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2023-11-17 17:17:03","2023-11-17 17:17:03"
